AMOUNT,CNAME,DATE,TYPE,CURRENCY,DESCRIPTION,RNAME
175.6,Transport,2025-07-04,spending,HKD,HKTaxi,HKTaxi
160.51,Transport,2025-07-04,spending,HKD,MTR,MTR
198.67,Dining,2025-07-05,spending,HKD,Dinner at Nobu HK,Nobu HK
260.66,Other,2025-07-05,spending,HKD,Circle K,Circle K
175.88,Transport,2025-07-07,spending,HKD,Uber,Uber
350.71,Dining,2025-07-08,spending,HKD,Dinner at Honi Honi,Honi Honi
270.37,Dining,2025-07-08,spending,HKD,Dinner at Mott 32,Mott 32
526.78,Entertainment,2025-07-08,spending,HKD,Night out - Club Cubic,Club Cubic
388.12,Entertainment,2025-07-08,spending,HKD,Night out - Volar,Volar
306.41,Other,2025-07-08,spending,HKD,HSBC Credit Card,HSBC Credit Card
187.1,Transport,2025-07-08,spending,HKD,Uber,Uber
378.8,Dining,2025-07-09,spending,HKD,Dinner at Honi Honi,Honi Honi
355.59,Dining,2025-07-10,spending,HKD,Dinner at Mott 32,Mott 32
376.48,Dining,2025-07-10,spending,HKD,Dinner at Nobu HK,Nobu HK
308.42,Entertainment,2025-07-10,spending,HKD,Night out - HK Philharmonic,HK Philharmonic
382.49,Entertainment,2025-07-10,spending,HKD,Night out - Volar,Volar
267.33,Dining,2025-07-11,spending,HKD,Dinner at Honi Honi,Honi Honi
452.81,Entertainment,2025-07-11,spending,HKD,Night out - Club Cubic,Club Cubic
488.53,Entertainment,2025-07-11,spending,HKD,Night out - LKF Concepts,LKF Concepts
441.74,Entertainment,2025-07-13,spending,HKD,Night out - Cinema City,Cinema City
430.42,Entertainment,2025-07-13,spending,HKD,Night out - Cinema City,Cinema City
262.7,Dining,2025-07-14,spending,HKD,Dinner at Nobu HK,Nobu HK
250.24,Dining,2025-07-14,spending,HKD,Dinner at Nobu HK,Nobu HK
365.06,Dining,2025-07-15,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
209.92,Dining,2025-07-15,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
223.91,Other,2025-07-15,spending,HKD,HSBC Credit Card,HSBC Credit Card
755.52,Shopping,2025-07-15,spending,HKD,Purchase at IFC Mall,IFC Mall
866.41,Shopping,2025-07-15,spending,HKD,Purchase at Lane Crawford,Lane Crawford
197.68,Transport,2025-07-15,spending,HKD,Citybus,Citybus
172.56,Transport,2025-07-15,spending,HKD,MTR,MTR
218.2,Other,2025-07-16,spending,HKD,Circle K,Circle K
203.34,Transport,2025-07-16,spending,HKD,Citybus,Citybus
237.56,Dining,2025-07-17,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
856.02,Shopping,2025-07-17,spending,HKD,Purchase at Apple Store,Apple Store
106.55,Transport,2025-07-17,spending,HKD,MTR,MTR
178.95,Transport,2025-07-17,spending,HKD,Uber,Uber
199.18,Dining,2025-07-18,spending,HKD,Dinner at Ozone,Ozone
371.05,Other,2025-07-18,spending,HKD,Circle K,Circle K
153.7,Transport,2025-07-18,spending,HKD,MTR,MTR
202.76,Other,2025-07-19,spending,HKD,7-Eleven,7-Eleven
108.57,Transport,2025-07-19,spending,HKD,HKTaxi,HKTaxi
138.42,Transport,2025-07-19,spending,HKD,MTR,MTR
255.2,Dining,2025-07-20,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
359.65,Dining,2025-07-20,spending,HKD,Dinner at Mott 32,Mott 32
274.45,Dining,2025-07-22,spending,HKD,Dinner at Honi Honi,Honi Honi
241.1,Dining,2025-07-23,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
389.2,Entertainment,2025-07-23,spending,HKD,Night out - HK Philharmonic,HK Philharmonic
476.04,Entertainment,2025-07-23,spending,HKD,Night out - Volar,Volar
151.82,Transport,2025-07-23,spending,HKD,MTR,MTR
316.41,Entertainment,2025-07-24,spending,HKD,Night out - LKF Concepts,LKF Concepts
276.69,Dining,2025-07-25,spending,HKD,Dinner at Nobu HK,Nobu HK
35000.0,Salary,2025-07-25,income,HKD,Monthly salary,ABC Marketing Ltd
193.25,Transport,2025-07-25,spending,HKD,Citybus,Citybus
318.72,Dining,2025-07-26,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
361.87,Dining,2025-07-27,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
353.95,Dining,2025-07-27,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
360.38,Other,2025-07-27,spending,HKD,7-Eleven,7-Eleven
202.28,Transport,2025-07-27,spending,HKD,HKTaxi,HKTaxi
157.88,Transport,2025-07-27,spending,HKD,HKTaxi,HKTaxi
167.67,Transport,2025-07-27,spending,HKD,MTR,MTR
1059.56,Shopping,2025-07-28,spending,HKD,Purchase at IFC Mall,IFC Mall
141.81,Transport,2025-07-28,spending,HKD,HKTaxi,HKTaxi
332.73,Other,2025-07-29,spending,HKD,Circle K,Circle K
962.49,Shopping,2025-07-29,spending,HKD,Purchase at Apple Store,Apple Store
205.38,Transport,2025-07-29,spending,HKD,Citybus,Citybus
367.5,Dining,2025-07-30,spending,HKD,Dinner at Nobu HK,Nobu HK
196.22,Other,2025-07-31,spending,HKD,Octopus Reload,Octopus Reload
14000.0,Rent,2025-08-01,spending,HKD,Monthly rent,Landlord
91.68,Transport,2025-08-01,spending,HKD,Uber,Uber
244.14,Dining,2025-08-02,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
82.37,Transport,2025-08-02,spending,HKD,HKTaxi,HKTaxi
143.77,Transport,2025-08-02,spending,HKD,Uber,Uber
295.55,Entertainment,2025-08-03,spending,HKD,Night out - Volar,Volar
556.27,Other,2025-08-03,spending,HKD,HSBC Credit Card,HSBC Credit Card
150.9,Transport,2025-08-03,spending,HKD,Citybus,Citybus
507.87,Entertainment,2025-08-04,spending,HKD,Night out - Club Cubic,Club Cubic
355.06,Entertainment,2025-08-04,spending,HKD,Night out - HK Philharmonic,HK Philharmonic
107.22,Transport,2025-08-04,spending,HKD,Uber,Uber
358.08,Dining,2025-08-05,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
414.47,Other,2025-08-05,spending,HKD,7-Eleven,7-Eleven
89.11,Transport,2025-08-05,spending,HKD,MTR,MTR
886.71,Shopping,2025-08-06,spending,HKD,Purchase at Apple Store,Apple Store
345.23,Dining,2025-08-07,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
179.68,Dining,2025-08-07,spending,HKD,Dinner at Ozone,Ozone
101.1,Transport,2025-08-07,spending,HKD,MTR,MTR
88.28,Transport,2025-08-07,spending,HKD,Uber,Uber
421.36,Entertainment,2025-08-08,spending,HKD,Night out - Club Cubic,Club Cubic
627.21,Other,2025-08-08,spending,HKD,Octopus Reload,Octopus Reload
302.68,Dining,2025-08-09,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
96.51,Transport,2025-08-09,spending,HKD,MTR,MTR
290.38,Dining,2025-08-10,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
328.5,Dining,2025-08-10,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
325.37,Dining,2025-08-10,spending,HKD,Dinner at Nobu HK,Nobu HK
209.58,Dining,2025-08-11,spending,HKD,Dinner at Honi Honi,Honi Honi
111.55,Transport,2025-08-11,spending,HKD,Citybus,Citybus
303.5,Dining,2025-08-12,spending,HKD,Dinner at Mott 32,Mott 32
439.17,Other,2025-08-12,spending,HKD,Octopus Reload,Octopus Reload
84.45,Transport,2025-08-12,spending,HKD,Citybus,Citybus
153.74,Transport,2025-08-12,spending,HKD,Uber,Uber
262.35,Dining,2025-08-13,spending,HKD,Dinner at Ozone,Ozone
420.91,Entertainment,2025-08-13,spending,HKD,Night out - Cinema City,Cinema City
135.64,Transport,2025-08-13,spending,HKD,HKTaxi,HKTaxi
157.2,Transport,2025-08-13,spending,HKD,Uber,Uber
923.22,Shopping,2025-08-15,spending,HKD,Purchase at Harvey Nichols,Harvey Nichols
417.22,Entertainment,2025-08-16,spending,HKD,Night out - Cinema City,Cinema City
127.6,Transport,2025-08-16,spending,HKD,Citybus,Citybus
196.92,Dining,2025-08-17,spending,HKD,Dinner at Mott 32,Mott 32
1379.91,Shopping,2025-08-17,spending,HKD,Purchase at Apple Store,Apple Store
156.07,Transport,2025-08-17,spending,HKD,Uber,Uber
293.88,Entertainment,2025-08-19,spending,HKD,Night out - Volar,Volar
87.01,Transport,2025-08-20,spending,HKD,Citybus,Citybus
137.71,Transport,2025-08-20,spending,HKD,HKTaxi,HKTaxi
107.95,Transport,2025-08-20,spending,HKD,Uber,Uber
141.96,Transport,2025-08-20,spending,HKD,Uber,Uber
133.6,Transport,2025-08-20,spending,HKD,Uber,Uber
176.23,Dining,2025-08-21,spending,HKD,Dinner at Honi Honi,Honi Honi
207.66,Dining,2025-08-21,spending,HKD,Dinner at Ozone,Ozone
1310.15,Shopping,2025-08-21,spending,HKD,Purchase at IFC Mall,IFC Mall
134.73,Transport,2025-08-21,spending,HKD,Uber,Uber
484.66,Entertainment,2025-08-23,spending,HKD,Night out - Cinema City,Cinema City
449.05,Entertainment,2025-08-23,spending,HKD,Night out - Club Cubic,Club Cubic
118.51,Transport,2025-08-23,spending,HKD,Citybus,Citybus
293.05,Dining,2025-08-24,spending,HKD,Dinner at Honi Honi,Honi Honi
282.1,Dining,2025-08-24,spending,HKD,Dinner at Mott 32,Mott 32
300.1,Dining,2025-08-24,spending,HKD,Dinner at Nobu HK,Nobu HK
389.22,Entertainment,2025-08-24,spending,HKD,Night out - Club Cubic,Club Cubic
113.88,Transport,2025-08-24,spending,HKD,MTR,MTR
358.45,Dining,2025-08-25,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
313.69,Entertainment,2025-08-25,spending,HKD,Night out - LKF Concepts,LKF Concepts
35000.0,Salary,2025-08-25,income,HKD,Monthly salary,ABC Marketing Ltd
270.98,Dining,2025-08-26,spending,HKD,Dinner at Mott 32,Mott 32
534.29,Entertainment,2025-08-26,spending,HKD,Night out - HK Philharmonic,HK Philharmonic
282.2,Dining,2025-08-27,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
247.49,Dining,2025-08-27,spending,HKD,Dinner at Honi Honi,Honi Honi
345.84,Dining,2025-08-27,spending,HKD,Dinner at Mott 32,Mott 32
205.03,Dining,2025-08-27,spending,HKD,Dinner at Mott 32,Mott 32
275.87,Dining,2025-08-27,spending,HKD,Dinner at Ozone,Ozone
293.92,Entertainment,2025-08-27,spending,HKD,Night out - Club Cubic,Club Cubic
111.68,Transport,2025-08-27,spending,HKD,Uber,Uber
201.71,Dining,2025-08-28,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
273.88,Dining,2025-08-28,spending,HKD,Dinner at Ozone,Ozone
524.33,Other,2025-08-28,spending,HKD,Circle K,Circle K
147.27,Transport,2025-08-29,spending,HKD,HKTaxi,HKTaxi
127.8,Transport,2025-08-29,spending,HKD,Uber,Uber
184.13,Dining,2025-08-30,spending,HKD,Dinner at Mott 32,Mott 32
248.86,Dining,2025-08-30,spending,HKD,Dinner at Ozone,Ozone
323.31,Entertainment,2025-08-30,spending,HKD,Night out - Volar,Volar
139.76,Transport,2025-08-30,spending,HKD,MTR,MTR
438.56,Other,2025-08-31,spending,HKD,Circle K,Circle K
120.95,Transport,2025-08-31,spending,HKD,MTR,MTR
360.15,Dining,2025-09-01,spending,HKD,Dinner at Mott 32,Mott 32
376.54,Dining,2025-09-01,spending,HKD,Dinner at Mott 32,Mott 32
14000.0,Rent,2025-09-01,spending,HKD,Monthly rent,Landlord
430.09,Dining,2025-09-02,spending,HKD,Dinner at Honi Honi,Honi Honi
327.07,Other,2025-09-02,spending,HKD,Octopus Reload,Octopus Reload
196.95,Transport,2025-09-02,spending,HKD,HKTaxi,HKTaxi
190.75,Transport,2025-09-03,spending,HKD,MTR,MTR
294.12,Dining,2025-09-05,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
327.72,Entertainment,2025-09-05,spending,HKD,Night out - LKF Concepts,LKF Concepts
119.13,Transport,2025-09-05,spending,HKD,MTR,MTR
247.53,Dining,2025-09-06,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
420.06,Dining,2025-09-06,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
596.31,Entertainment,2025-09-06,spending,HKD,Night out - Cinema City,Cinema City
484.49,Entertainment,2025-09-06,spending,HKD,Night out - LKF Concepts,LKF Concepts
668.39,Shopping,2025-09-06,spending,HKD,Purchase at Apple Store,Apple Store
718.96,Shopping,2025-09-06,spending,HKD,Purchase at Lane Crawford,Lane Crawford
151.92,Transport,2025-09-06,spending,HKD,Uber,Uber
492.93,Entertainment,2025-09-07,spending,HKD,Night out - Volar,Volar
213.69,Transport,2025-09-07,spending,HKD,Citybus,Citybus
218.88,Transport,2025-09-07,spending,HKD,HKTaxi,HKTaxi
440.93,Entertainment,2025-09-08,spending,HKD,Night out - Club Cubic,Club Cubic
444.63,Other,2025-09-08,spending,HKD,Octopus Reload,Octopus Reload
379.13,Other,2025-09-08,spending,HKD,Octopus Reload,Octopus Reload
203.95,Transport,2025-09-08,spending,HKD,MTR,MTR
398.88,Dining,2025-09-09,spending,HKD,Dinner at Ozone,Ozone
557.95,Entertainment,2025-09-09,spending,HKD,Night out - Volar,Volar
253.37,Dining,2025-09-10,spending,HKD,Dinner at Honi Honi,Honi Honi
486.29,Shopping,2025-09-10,spending,HKD,Purchase at Apple Store,Apple Store
291.09,Dining,2025-09-11,spending,HKD,Dinner at Honi Honi,Honi Honi
383.44,Dining,2025-09-12,spending,HKD,Dinner at Honi Honi,Honi Honi
402.27,Dining,2025-09-12,spending,HKD,Dinner at Honi Honi,Honi Honi
368.94,Other,2025-09-12,spending,HKD,7-Eleven,7-Eleven
130.65,Transport,2025-09-12,spending,HKD,MTR,MTR
282.16,Dining,2025-09-13,spending,HKD,Dinner at Ozone,Ozone
429.73,Entertainment,2025-09-14,spending,HKD,Night out - Cinema City,Cinema City
694.11,Shopping,2025-09-14,spending,HKD,Purchase at Harvey Nichols,Harvey Nichols
348.75,Dining,2025-09-17,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
457.44,Entertainment,2025-09-17,spending,HKD,Night out - HK Philharmonic,HK Philharmonic
148.29,Transport,2025-09-17,spending,HKD,Uber,Uber
303.21,Other,2025-09-18,spending,HKD,Octopus Reload,Octopus Reload
143.5,Transport,2025-09-18,spending,HKD,Citybus,Citybus
319.73,Dining,2025-09-19,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
229.32,Dining,2025-09-19,spending,HKD,Dinner at Nobu HK,Nobu HK
434.24,Shopping,2025-09-19,spending,HKD,Purchase at Harvey Nichols,Harvey Nichols
200.36,Transport,2025-09-20,spending,HKD,Citybus,Citybus
225.2,Dining,2025-09-21,spending,HKD,Dinner at Mott 32,Mott 32
363.41,Dining,2025-09-21,spending,HKD,Dinner at Ozone,Ozone
151.19,Transport,2025-09-21,spending,HKD,Citybus,Citybus
206.24,Transport,2025-09-21,spending,HKD,HKTaxi,HKTaxi
202.19,Transport,2025-09-21,spending,HKD,HKTaxi,HKTaxi
257.45,Dining,2025-09-22,spending,HKD,Dinner at Mott 32,Mott 32
345.24,Entertainment,2025-09-22,spending,HKD,Night out - Cinema City,Cinema City
372.63,Shopping,2025-09-23,spending,HKD,Purchase at Apple Store,Apple Store
230.36,Transport,2025-09-23,spending,HKD,Citybus,Citybus
454.3,Dining,2025-09-24,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
186.62,Transport,2025-09-24,spending,HKD,MTR,MTR
35000.0,Salary,2025-09-25,income,HKD,Monthly salary,ABC Marketing Ltd
394.25,Shopping,2025-09-25,spending,HKD,Purchase at ZARA,ZARA
386.7,Dining,2025-09-26,spending,HKD,Dinner at Honi Honi,Honi Honi
326.65,Entertainment,2025-09-26,spending,HKD,Night out - Club Cubic,Club Cubic
252.04,Other,2025-09-26,spending,HKD,Octopus Reload,Octopus Reload
123.74,Transport,2025-09-26,spending,HKD,MTR,MTR
124.42,Transport,2025-09-26,spending,HKD,Uber,Uber
556.81,Entertainment,2025-09-27,spending,HKD,Night out - Volar,Volar
731.12,Shopping,2025-09-27,spending,HKD,Purchase at ZARA,ZARA
210.48,Transport,2025-09-27,spending,HKD,MTR,MTR
414.74,Dining,2025-09-28,spending,HKD,Dinner at Nobu HK,Nobu HK
242.82,Other,2025-09-28,spending,HKD,7-Eleven,7-Eleven
146.69,Transport,2025-09-28,spending,HKD,HKTaxi,HKTaxi
414.98,Other,2025-09-29,spending,HKD,HSBC Credit Card,HSBC Credit Card
267.18,Other,2025-09-29,spending,HKD,Octopus Reload,Octopus Reload
360.69,Dining,2025-09-30,spending,HKD,Dinner at Ozone,Ozone
483.8,Entertainment,2025-09-30,spending,HKD,Night out - Volar,Volar
14000.0,Rent,2025-10-01,spending,HKD,Monthly rent,Landlord
116.91,Transport,2025-10-01,spending,HKD,HKTaxi,HKTaxi
107.77,Transport,2025-10-02,spending,HKD,MTR,MTR
94.08,Transport,2025-10-02,spending,HKD,Uber,Uber
252.05,Dining,2025-10-03,spending,HKD,Dinner at Ozone,Ozone
194.33,Dining,2025-10-04,spending,HKD,Dinner at Nobu HK,Nobu HK
285.02,Entertainment,2025-10-04,spending,HKD,Night out - LKF Concepts,LKF Concepts
947.73,Shopping,2025-10-05,spending,HKD,Purchase at Lane Crawford,Lane Crawford
182.54,Transport,2025-10-06,spending,HKD,HKTaxi,HKTaxi
149.53,Transport,2025-10-06,spending,HKD,MTR,MTR
253.12,Dining,2025-10-07,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
471.83,Entertainment,2025-10-07,spending,HKD,Night out - Club Cubic,Club Cubic
280.47,Entertainment,2025-10-07,spending,HKD,Night out - Club Cubic,Club Cubic
103.85,Transport,2025-10-07,spending,HKD,MTR,MTR
172.19,Transport,2025-10-08,spending,HKD,HKTaxi,HKTaxi
93.42,Transport,2025-10-08,spending,HKD,MTR,MTR
161.4,Transport,2025-10-08,spending,HKD,Uber,Uber
267.1,Dining,2025-10-09,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
321.45,Dining,2025-10-09,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
383.51,Other,2025-10-09,spending,HKD,Octopus Reload,Octopus Reload
277.48,Entertainment,2025-10-10,spending,HKD,Night out - Volar,Volar
382.32,Dining,2025-10-11,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
357.58,Dining,2025-10-11,spending,HKD,Dinner at Honi Honi,Honi Honi
317.82,Dining,2025-10-12,spending,HKD,Dinner at Ozone,Ozone
94.49,Transport,2025-10-12,spending,HKD,Citybus,Citybus
100.41,Transport,2025-10-12,spending,HKD,Citybus,Citybus
340.15,Dining,2025-10-13,spending,HKD,Dinner at Nobu HK,Nobu HK
269.17,Dining,2025-10-13,spending,HKD,Dinner at Ozone,Ozone
361.88,Entertainment,2025-10-13,spending,HKD,Night out - Cinema City,Cinema City
178.48,Transport,2025-10-13,spending,HKD,MTR,MTR
293.08,Dining,2025-10-14,spending,HKD,Dinner at Nobu HK,Nobu HK
346.04,Entertainment,2025-10-14,spending,HKD,Night out - Club Cubic,Club Cubic
597.77,Other,2025-10-14,spending,HKD,7-Eleven,7-Eleven
578.77,Shopping,2025-10-14,spending,HKD,Purchase at IFC Mall,IFC Mall
372.71,Dining,2025-10-15,spending,HKD,Dinner at Nobu HK,Nobu HK
325.08,Dining,2025-10-15,spending,HKD,Dinner at Ozone,Ozone
320.69,Entertainment,2025-10-15,spending,HKD,Night out - LKF Concepts,LKF Concepts
109.56,Transport,2025-10-15,spending,HKD,Citybus,Citybus
694.93,Shopping,2025-10-16,spending,HKD,Purchase at Apple Store,Apple Store
124.1,Transport,2025-10-16,spending,HKD,HKTaxi,HKTaxi
261.73,Dining,2025-10-17,spending,HKD,Dinner at Nobu HK,Nobu HK
240.88,Dining,2025-10-17,spending,HKD,Dinner at Ozone,Ozone
344.44,Entertainment,2025-10-17,spending,HKD,Night out - HK Philharmonic,HK Philharmonic
253.93,Dining,2025-10-18,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
382.68,Dining,2025-10-18,spending,HKD,Dinner at Honi Honi,Honi Honi
306.74,Dining,2025-10-18,spending,HKD,Dinner at Honi Honi,Honi Honi
8500.0,Shopping,2025-10-18,spending,HKD,Lane Crawford leather jacket,Lane Crawford
141.37,Transport,2025-10-18,spending,HKD,HKTaxi,HKTaxi
129.2,Transport,2025-10-18,spending,HKD,MTR,MTR
368.81,Dining,2025-10-19,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
336.57,Entertainment,2025-10-19,spending,HKD,Night out - LKF Concepts,LKF Concepts
849.03,Shopping,2025-10-19,spending,HKD,Purchase at Apple Store,Apple Store
201.34,Dining,2025-10-20,spending,HKD,Dinner at Mott 32,Mott 32
510.48,Entertainment,2025-10-20,spending,HKD,Night out - Cinema City,Cinema City
642.34,Other,2025-10-20,spending,HKD,Circle K,Circle K
138.23,Transport,2025-10-20,spending,HKD,MTR,MTR
310.31,Dining,2025-10-21,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
275.85,Dining,2025-10-21,spending,HKD,Dinner at Mott 32,Mott 32
422.88,Entertainment,2025-10-21,spending,HKD,Night out - Club Cubic,Club Cubic
142.18,Transport,2025-10-21,spending,HKD,Citybus,Citybus
331.23,Entertainment,2025-10-22,spending,HKD,Night out - Club Cubic,Club Cubic
322.81,Other,2025-10-22,spending,HKD,Circle K,Circle K
100.75,Transport,2025-10-22,spending,HKD,HKTaxi,HKTaxi
129.6,Transport,2025-10-22,spending,HKD,MTR,MTR
698.81,Shopping,2025-10-23,spending,HKD,Purchase at Apple Store,Apple Store
99.26,Transport,2025-10-23,spending,HKD,Citybus,Citybus
366.15,Dining,2025-10-24,spending,HKD,Dinner at Ozone,Ozone
263.44,Dining,2025-10-24,spending,HKD,Dinner at Ozone,Ozone
730.72,Shopping,2025-10-24,spending,HKD,Purchase at Lane Crawford,Lane Crawford
156.13,Transport,2025-10-24,spending,HKD,Citybus,Citybus
35000.0,Salary,2025-10-25,income,HKD,Monthly salary,ABC Marketing Ltd
101.11,Transport,2025-10-25,spending,HKD,HKTaxi,HKTaxi
185.8,Transport,2025-10-25,spending,HKD,MTR,MTR
132.24,Transport,2025-10-25,spending,HKD,Uber,Uber
287.25,Entertainment,2025-10-26,spending,HKD,Night out - LKF Concepts,LKF Concepts
447.32,Other,2025-10-27,spending,HKD,7-Eleven,7-Eleven
427.35,Entertainment,2025-10-28,spending,HKD,Night out - Club Cubic,Club Cubic
125.51,Transport,2025-10-28,spending,HKD,HKTaxi,HKTaxi
322.18,Dining,2025-10-29,spending,HKD,Dinner at Nobu HK,Nobu HK
496.4,Entertainment,2025-10-29,spending,HKD,Night out - Cinema City,Cinema City
129.87,Transport,2025-10-29,spending,HKD,MTR,MTR
606.24,Other,2025-10-30,spending,HKD,Octopus Reload,Octopus Reload
185.8,Dining,2025-11-01,spending,HKD,Dinner at Mott 32,Mott 32
277.94,Dining,2025-11-01,spending,HKD,Dinner at Nobu HK,Nobu HK
337.95,Dining,2025-11-01,spending,HKD,Dinner at Ozone,Ozone
14000.0,Rent,2025-11-01,spending,HKD,Monthly rent,Landlord
690.78,Shopping,2025-11-01,spending,HKD,Purchase at IFC Mall,IFC Mall
123.21,Transport,2025-11-01,spending,HKD,HKTaxi,HKTaxi
384.36,Dining,2025-11-02,spending,HKD,Dinner at Nobu HK,Nobu HK
379.06,Dining,2025-11-03,spending,HKD,Dinner at Ozone,Ozone
125.11,Transport,2025-11-03,spending,HKD,Uber,Uber
280.0,Dining,2025-11-04,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
492.86,Other,2025-11-04,spending,HKD,HSBC Credit Card,HSBC Credit Card
165.9,Transport,2025-11-04,spending,HKD,Citybus,Citybus
242.81,Dining,2025-11-05,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
353.31,Dining,2025-11-06,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
289.57,Other,2025-11-07,spending,HKD,HSBC Credit Card,HSBC Credit Card
254.04,Dining,2025-11-08,spending,HKD,Dinner at Mott 32,Mott 32
245.75,Dining,2025-11-08,spending,HKD,Dinner at Ozone,Ozone
188.67,Transport,2025-11-08,spending,HKD,HKTaxi,HKTaxi
155.7,Transport,2025-11-08,spending,HKD,Uber,Uber
240.48,Other,2025-11-10,spending,HKD,Octopus Reload,Octopus Reload
103.22,Transport,2025-11-10,spending,HKD,MTR,MTR
207.25,Dining,2025-11-11,spending,HKD,Dinner at Mott 32,Mott 32
633.3,Entertainment,2025-11-11,spending,HKD,Night out - Cinema City,Cinema City
627.66,Entertainment,2025-11-11,spending,HKD,Night out - Cinema City,Cinema City
353.84,Other,2025-11-11,spending,HKD,Circle K,Circle K
173.27,Transport,2025-11-11,spending,HKD,HKTaxi,HKTaxi
271.11,Dining,2025-11-12,spending,HKD,Dinner at Honi Honi,Honi Honi
150.49,Transport,2025-11-12,spending,HKD,Citybus,Citybus
302.56,Dining,2025-11-13,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
201.44,Dining,2025-11-13,spending,HKD,Dinner at Nobu HK,Nobu HK
186.58,Transport,2025-11-13,spending,HKD,HKTaxi,HKTaxi
245.67,Dining,2025-11-14,spending,HKD,Dinner at Mott 32,Mott 32
409.78,Entertainment,2025-11-14,spending,HKD,Night out - Volar,Volar
151.59,Transport,2025-11-14,spending,HKD,HKTaxi,HKTaxi
118.04,Transport,2025-11-14,spending,HKD,HKTaxi,HKTaxi
106.96,Transport,2025-11-14,spending,HKD,MTR,MTR
246.32,Dining,2025-11-15,spending,HKD,Dinner at Mott 32,Mott 32
651.7,Entertainment,2025-11-15,spending,HKD,Night out - LKF Concepts,LKF Concepts
598.88,Entertainment,2025-11-15,spending,HKD,Night out - LKF Concepts,LKF Concepts
375.73,Entertainment,2025-11-15,spending,HKD,Night out - LKF Concepts,LKF Concepts
95.61,Transport,2025-11-15,spending,HKD,Uber,Uber
223.87,Dining,2025-11-16,spending,HKD,Dinner at Mott 32,Mott 32
240.23,Other,2025-11-16,spending,HKD,7-Eleven,7-Eleven
98.63,Transport,2025-11-16,spending,HKD,Citybus,Citybus
106.49,Transport,2025-11-16,spending,HKD,Uber,Uber
319.99,Dining,2025-11-18,spending,HKD,Dinner at Honi Honi,Honi Honi
582.64,Shopping,2025-11-18,spending,HKD,Purchase at ZARA,ZARA
136.9,Transport,2025-11-18,spending,HKD,MTR,MTR
126.71,Transport,2025-11-18,spending,HKD,Uber,Uber
347.14,Dining,2025-11-19,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
123.88,Transport,2025-11-19,spending,HKD,Citybus,Citybus
297.02,Dining,2025-11-20,spending,HKD,Dinner at Mott 32,Mott 32
253.87,Dining,2025-11-20,spending,HKD,Dinner at Ozone,Ozone
467.46,Other,2025-11-20,spending,HKD,7-Eleven,7-Eleven
421.6,Shopping,2025-11-20,spending,HKD,Purchase at ZARA,ZARA
101.55,Transport,2025-11-20,spending,HKD,Citybus,Citybus
267.72,Dining,2025-11-21,spending,HKD,Dinner at Mott 32,Mott 32
636.96,Entertainment,2025-11-21,spending,HKD,Night out - Cinema City,Cinema City
529.71,Entertainment,2025-11-21,spending,HKD,Night out - Club Cubic,Club Cubic
176.18,Transport,2025-11-21,spending,HKD,HKTaxi,HKTaxi
786.67,Shopping,2025-11-22,spending,HKD,Purchase at Apple Store,Apple Store
367.29,Dining,2025-11-23,spending,HKD,Dinner at Ozone,Ozone
